investor,stock,company,sector,pct,shares,value_idr,type,lf
NT TST CO S/A EDGBASTON ASIAN EQUITY (JERSEY) TRUST,ACES,ASPIRASI HIDUP INDONESIA Tbk,RETAIL TRADE,1.16,199072300,75249329400.0,Others,Foreign
PT. PRUDENTIAL LIFE ASSURANCE,ACES,ASPIRASI HIDUP INDONESIA Tbk,RETAIL TRADE,1.07,183863700,69500478600.0,Insurance,Local
MERCER QIF FUND PLC,ACES,ASPIRASI HIDUP INDONESIA Tbk,RETAIL TRADE,1.01,172752200,65300331600.0,Mutual Fund,Foreign
TAE SUNG CHUNG,ACRO,SAMCRO HYOSUNG ADILESTARI Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,78.4,2720072495,190405074650.0,Individual,Foreign
JOO HEE KO,ACRO,SAMCRO HYOSUNG ADILESTARI Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,4.48,155459000,10882130000.0,Individual,Foreign
SUMAN KIM,ACRO,SAMCRO HYOSUNG ADILESTARI Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,3.79,131628700,9214009000.0,Individual,Foreign
KYUNGHEE KO,ACRO,SAMCRO HYOSUNG ADILESTARI Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,3.1,107563300,7529431000.0,Individual,Foreign
PT. KARYA SUPRA PERKASA,ACST,ACSET INDONUSA Tbk,BUILDING CONSTRUCTION,91.17,16115027968,1724307992576.0,Corporation,Local
ADHI KARYA PERSERO TBK PT.,ADCP,ADHI COMMUTER PROPERTI Tbk,PROPERTY AND REAL ESTATE,90.0,19999900000,999995000000.0,Corporation,Local
WATER PARTNERS BOTTLING SA,ADES,AKASHA WIRA INTERNATIONAL Tbk,COSMETICS AND HOUSEHOLD,91.35,538896713,8905268182325.0,Corporation,Foreign
DRS SURONO SUBEKTI,ADES,AKASHA WIRA INTERNATIONAL Tbk,COSMETICS AND HOUSEHOLD,1.04,6106500,100909912500.0,Individual,Local
PERUSAHAAN PERSEROAN (PERSERO) PT DANANTARA ASSET MANAGEMENT,ADHI,ADHI KARYA (PERSERO) Tbk,BUILDING CONSTRUCTION,63.69,5354686054,1044163780530.0,Corporation,Local
"PANIN SEKURITAS Tbk, PT",ADHI,ADHI KARYA (PERSERO) Tbk,BUILDING CONSTRUCTION,2.83,237909268,46392307260.0,Securities Co,Local
PT. MITRACOMM EKASARANA,ADHI,ADHI KARYA (PERSERO) Tbk,BUILDING CONSTRUCTION,1.88,158419800,30891861000.0,Corporation,Local
SALIM LIM,ADHI,ADHI KARYA (PERSERO) Tbk,BUILDING CONSTRUCTION,1.67,140259823,27350665485.0,Individual,Local
PT WARUNA NUSASENTANA,ADHI,ADHI KARYA (PERSERO) Tbk,BUILDING CONSTRUCTION,1.14,96194100,18757849500.0,Corporation,Local
"BANK DANAMON INDONESIA Tbk, PT - REGISTRAR",ADMF,ADIRA DINAMIKA MULTI FINANCE Tbk,FINANCIAL INSTITUTION,74.5,920700000,7733880000000.0,Insurance/Pension,Local
MUFG Bank Ltd,ADMF,ADIRA DINAMIKA MULTI FINANCE Tbk,FINANCIAL INSTITUTION,18.92,233757759,1963565175600.0,Insurance/Pension,Foreign
PROVESTMENT LIMITED,ADMG,POLYCHEM INDONESIA Tbk,"TEXTILE, GARMENT",49.51,1925414417,396635369902.0,Others,Foreign
"GAJAH TUNGGAL, TbK. PT.",ADMG,POLYCHEM INDONESIA Tbk,"TEXTILE, GARMENT",25.56,994150000,204794900000.0,Corporation,Local
PT SATYA MULIA GEMA GEMILANG,ADMG,POLYCHEM INDONESIA Tbk,"TEXTILE, GARMENT",10.42,405356593,83503458158.0,Corporation,Local
SOETIKNO HARTO SOEWITO,ADMG,POLYCHEM INDONESIA Tbk,"TEXTILE, GARMENT",2.7,104848300,21598749800.0,Individual,Local
DRS LO KHENG HONG,ADMG,POLYCHEM INDONESIA Tbk,"TEXTILE, GARMENT",1.29,50318100,10365528600.0,Individual,Local
NEW WORLD GLOBAL LIMITED,ADMG,POLYCHEM INDONESIA Tbk,"TEXTILE, GARMENT",1.03,39997466,8239477996.0,Corporation,Foreign
ALAMTRI RESOURCES INDONESIA TBK PT,ADMR,ALAMTRI MINERALS INDONESIA Tbk,COAL MINING,85.45,34933166100,69342334708500.0,Corporation,Local
VERANUS CAPITAL PTE. LTD.,ADMR,ALAMTRI MINERALS INDONESIA Tbk,COAL MINING,1.3,532762560,1057533681600.0,Insurance/Pension,Foreign
SILVERCITY ENTERPRISE LIMITED,ADMR,ALAMTRI MINERALS INDONESIA Tbk,COAL MINING,1.07,436463680,866380404800.0,Corporation,Foreign
ADARO STRATEGIC INVESTMENTS,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,COAL MINING,47.79,14045425500,36237197790000.0,Corporation,Local
GARIBALDI THOHIR,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,COAL MINING,6.73,1976632710,5099712391800.0,Individual,Local
SARATOGA INVESTAMA SEDAYA TBK PT,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,COAL MINING,4.0,1174890670,3031217928600.0,Corporation,Local
EDWIN SOERYADJAYA,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,COAL MINING,3.58,1051738544,2713485443520.0,Individual,Local
IR. T. PERMADI RACHMAT,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,COAL MINING,3.03,890218901,2296764764580.0,Individual,Local
SANDIAGA SALAHUDDIN UNO,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,COAL MINING,2.08,611849202,1578570941160.0,Individual,Local
ALAMTRI RESOURCES INDONESIA TBK PT,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,COAL MINING,2.0,589195200,1520123616000.0,Corporation,Local
KOREA SOUTH-EAST POWER CO.LTD,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,COAL MINING,1.63,480000000,1238400000000.0,Corporation,Foreign
J SUWANTA SINARYA DR,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,AUTOMOTIVE AND COMPONENTS,55.23,555649980,23337299160.0,Individual,Local
UOB KAY HIAN PRIVATE LIMITED,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,AUTOMOTIVE AND COMPONENTS,4.38,44095700,1852019400.0,Securities Co,Foreign
OEY JOHAN SINATRA SUMAWI,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,AUTOMOTIVE AND COMPONENTS,2.52,25350010,1064700420.0,Individual,Local
JEIHAN SUMAWI PUTRA,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,AUTOMOTIVE AND COMPONENTS,2.48,25000010,1050000420.0,Individual,Local
PHILLIP SECURITIES PTE LTD,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,AUTOMOTIVE AND COMPONENTS,1.46,14704300,617580600.0,Securities Co,Foreign
HASANUDIN,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,AUTOMOTIVE AND COMPONENTS,1.41,14176800,595425600.0,Individual,Local
ANI ROLIYANI,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,AUTOMOTIVE AND COMPONENTS,1.14,11425700,479879400.0,Individual,Local
ANDY TANUJAYA,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,AUTOMOTIVE AND COMPONENTS,1.09,11005000,462210000.0,Individual,Local
KUSWIRA,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,AUTOMOTIVE AND COMPONENTS,1.02,10232600,429769200.0,Individual,Local
PT. INDO KREASI PRATAMA,AGAR,ASIA SEJAHTERA MINA Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",45.0,450000000,91800000000.0,Corporation,Local
PT. SINAR TERANG ASIA RAYA,AGAR,ASIA SEJAHTERA MINA Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",29.99,299927300,61185169200.0,Corporation,Local
PT. BENGAWAN TIMUR LAJU,AGAR,ASIA SEJAHTERA MINA Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",4.3,43000000,8772000000.0,Corporation,Local
WILDA TETY ARYDESIA,AGAR,ASIA SEJAHTERA MINA Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",4.1,41000000,8364000000.0,Individual,Local
L. HAUW LIONG (LIANTO G),AGAR,ASIA SEJAHTERA MINA Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",4.04,40392900,8240151600.0,Individual,Local
HENRY TIRTASAPUTRA JUNIOR,AGAR,ASIA SEJAHTERA MINA Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",4.0,40000000,8160000000.0,Individual,Local
ROBIN GOENADI,AGAR,ASIA SEJAHTERA MINA Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",3.98,39777500,8114610000.0,Individual,Local
INTAN POLANARIA SANTOSA,AGAR,ASIA SEJAHTERA MINA Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",3.32,33219300,6776737200.0,Individual,Local
PT SAMATOR,AGII,SAMATOR INDO GAS Tbk,ENERGY,35.24,1080693020,3890494872000.0,Corporation,Local
MATRIX COMPANY LIMITED,AGII,SAMATOR INDO GAS Tbk,ENERGY,32.18,986967780,3553084008000.0,Corporation,Foreign
PT. ANEKA MEGA ENERGI,AGII,SAMATOR INDO GAS Tbk,ENERGY,15.0,459999000,1655996400000.0,Corporation,Local
SARATOGA INVESTAMA SEDAYA TBK PT,AGII,SAMATOR INDO GAS Tbk,ENERGY,10.0,306666000,1103997600000.0,Corporation,Local
ZICO TRUST (S) LTD,AGII,SAMATOR INDO GAS Tbk,ENERGY,2.99,91633900,329882040000.0,Corporation,Foreign
"PT BANK RAKYAT INDONESIA (PERSERO), TBK",AGRO,BANK RAYA INDONESIA Tbk,BANK,86.85,21487162037,3695791870364.0,Insurance/Pension,Local
DANA PENSUN PERKEBUNAN,AGRO,BANK RAYA INDONESIA Tbk,BANK,2.43,600703375,103320980500.0,Pension Fund,Local
INDUSTRIAL BANK OF KOREA,AGRS,BANK IBK INDONESIA Tbk,BANK,91.49,43792362385,3021673004565.0,Others,Foreign
PT KOREA INVESTMENT AND SEKURITAS INDONESIA - REGISTRAR,AGRS,BANK IBK INDONESIA Tbk,BANK,2.96,1414728100,97616238900.0,Securities Co,Local
PT ASURANSI CENTRAL ASIA,AHAP,ASURANSI HARTA AMAN PRATAMA Tbk,INSURANCE,62.58,3066343009,334231387981.0,Insurance,Local
SENDRA GUNAWAN,AHAP,ASURANSI HARTA AMAN PRATAMA Tbk,INSURANCE,11.57,566781066,61779136194.0,Individual,Local
TAN KAH HO,AHAP,ASURANSI HARTA AMAN PRATAMA Tbk,INSURANCE,2.45,119929263,13072289667.0,Individual,Foreign
BANGKOK INSURANCE PUBLIC COMPANY LIMITED,AHAP,ASURANSI HARTA AMAN PRATAMA Tbk,INSURANCE,1.31,64086000,6985374000.0,Insurance,Foreign
PT AIMS INDO INVESTAMA,AIMS,ARTHA MAHIYA INVESTAMA Tbk,COAL MINING,31.16,68556991,31810443824.0,Corporation,Local
PT DELTA WIBAWA BERSAMA,AIMS,ARTHA MAHIYA INVESTAMA Tbk,COAL MINING,31.13,68493151,31780822064.0,Corporation,Local
IR EFENDI LEMAN,AIMS,ARTHA MAHIYA INVESTAMA Tbk,COAL MINING,5.07,11155000,5175920000.0,Individual,Local
LIQIN LING,AIMS,ARTHA MAHIYA INVESTAMA Tbk,COAL MINING,4.4,9681000,4491984000.0,Individual,Foreign
MELDY TANNOS,AIMS,ARTHA MAHIYA INVESTAMA Tbk,COAL MINING,2.85,6271000,2909744000.0,Individual,Local
INDRAWATI TJENDANA,AIMS,ARTHA MAHIYA INVESTAMA Tbk,COAL MINING,2.01,4432700,2056772800.0,Individual,Local
LIANG ZHANG,AIMS,ARTHA MAHIYA INVESTAMA Tbk,COAL MINING,1.74,3829000,1776656000.0,Individual,Foreign
ABEL IGNATIUS AUREY,AIMS,ARTHA MAHIYA INVESTAMA Tbk,COAL MINING,1.29,2837000,1316368000.0,Individual,Local
ANTHONY SETIADI,AIMS,ARTHA MAHIYA INVESTAMA Tbk,COAL MINING,1.24,2737000,1269968000.0,Individual,Local
NUGRAHANING DYAH LARASATI,AIMS,ARTHA MAHIYA INVESTAMA Tbk,COAL MINING,1.02,2237700,1038292800.0,Individual,Local
PT. PANGAN SEJAHTERA INVESTAMA,AISA,FKS FOOD SEJAHTERA Tbk,FOOD & BEVERAGES,58.49,5446478300,653577396000.0,Corporation,Local
PT ASTA ASKARA SENTOSA,AISA,FKS FOOD SEJAHTERA Tbk,FOOD & BEVERAGES,15.48,1441374472,172964936640.0,Corporation,Local
PRIMANEX LIMITED,AISA,FKS FOOD SEJAHTERA Tbk,FOOD & BEVERAGES,1.86,173114557,20773746840.0,Corporation,Foreign
ASURANSI SIMAS JIWA,AISA,FKS FOOD SEJAHTERA Tbk,FOOD & BEVERAGES,1.82,169350483,20322057960.0,Insurance,Local
UBS AG SINGAPORE BRANCH,AISA,FKS FOOD SEJAHTERA Tbk,FOOD & BEVERAGES,1.71,158836700,19060404000.0,Insurance/Pension,Foreign
TROPHY INVESTORS II Ltd,AISA,FKS FOOD SEJAHTERA Tbk,FOOD & BEVERAGES,1.58,146693750,17603250000.0,Corporation,Foreign
PT. RENALDIJAYA EKAINTI,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",16.08,1036756100,38359975700.0,Corporation,Local
PT BINTANG BERSINAR CEMERLANG,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",11.18,721187100,26683922700.0,Corporation,Local
PT GEMA BUSANA RAYA,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",6.12,394611900,14600640300.0,Corporation,Local
PT. KOREK API GUNA MANDIRI,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",5.56,358795300,13275426100.0,Corporation,Local
PT SUKSES SELALU SEMPURNA,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",3.9,251735200,9314202400.0,Corporation,Local
RENA LUCIANI HUSADA,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",3.88,250000100,9250003700.0,Individual,Local
PT. RELBI JAYA EKA INTI,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",3.47,223590000,8272830000.0,Corporation,Local
OIL AND GAS VENTURES LIMITED,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",3.03,195289000,7225693000.0,Corporation,Foreign
PT ANTARIKSA BINTANG CEMERLANG,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",2.95,190502200,7048581400.0,Corporation,Local
PT CIHAMPELAS SEJUTA BUSANA,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",2.85,183698600,6796848200.0,Corporation,Local
PT. KAGUM KARYA UTAMA,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",2.29,147670900,5463823300.0,Corporation,Local
PT. KAGUM MAKMUR UTAMA,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",2.15,138442000,5122354000.0,Corporation,Local
PT. KAGUM JAYA EKA INTI,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",2.12,136701600,5057959200.0,Corporation,Local
PT JOKOWOW INDONESIA HEBAT,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",2.09,134889200,4990900400.0,Corporation,Local
PT LOKASI EMAS INDONESIA PROPERTI,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",1.97,126925800,4696254600.0,Corporation,Local
PT. RESTI JAYA EKA INTI,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",1.96,126601700,4684262900.0,Corporation,Local
PT. RENA JAYA EKA INTI,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",1.9,122608200,4536503400.0,Corporation,Local
PT KAGUM UTAMA JAYA,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",1.83,117865600,4361027200.0,Corporation,Local
PT KAGUM KARYA MAKMUR,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",1.82,117407100,4344062700.0,Corporation,Local
PT MAJU KARYA SRIKANDI,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",1.69,108858400,4027760800.0,Corporation,Local
PT TALENTA USAHA PRIMA,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",1.27,81643800,3020820600.0,Corporation,Local
PT GEMPAR BUSANA JAYA,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",1.27,81643800,3020820600.0,Corporation,Local
KINGSWOOD UNION CORPORATION,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",1.12,72535000,2683795000.0,Others,Foreign
PT LENTERA BINTANG TERANG,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,"RESTAURANT, HOTEL & TOURISM",1.05,68036500,2517350500.0,Corporation,Local
TIARA INTIMAHKOTA,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,PLASTICS & PACKAGING,23.03,141027982,69667823108.0,Unknown,Foreign
"NAWA PANDUTA, PT",AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,PLASTICS & PACKAGING,15.05,92133534,45513965796.0,Corporation,Local
PT. TIARA INTIMAHKOTA,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,PLASTICS & PACKAGING,13.07,80045006,39542232964.0,Corporation,Local
PT PRISMATAMA NUGRAHA,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,PLASTICS & PACKAGING,27.28,167029008,82512329952.0,Corporation,Local
PT GITANIRWANA MANDRASAKTI,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,PLASTICS & PACKAGING,4.68,28680660,14168246040.0,Corporation,Local
HENRY LIEM,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,PLASTICS & PACKAGING,2.36,14463259,7144849946.0,Individual,Local
